plate,mjd,fiberid,run2d,specobj_id,ra,dec,sn_median_r,z,zerr,zwarning,class,subclass
4019,55363,974,'v5_10_0',Decimal('4525259546659102720'),224.77994,0.400355,24.68,2.99201,0.000633,0,'QSO','BROADLINE'
4020,55332,498,'v5_10_0',Decimal('4526254604162146304'),223.63591,-1.944776,33.29,1.70572,0.000243,0,'QSO','BROADLINE'
4023,55328,44,'v5_10_0',Decimal('4529507509245812736'),223.48573,-2.864395,49.25,1.73691,0.000158,0,'QSO','BROADLINE'
4023,55328,846,'v5_10_0',Decimal('4529727961327181824'),222.94754,-1.45979,52.19,1.32607,0.000177,0,'QSO','BROADLINE'
4029,55618,828,'v5_10_0',Decimal('4536478417831305216'),218.12186,-1.104462,41.35,2.08303,9.60E-05,0,'QSO','BROADLINE'
4713,56044,248,'v5_10_0',Decimal('5306434532072726528'),216.7433,36.754206,7.82,0.992923,0.000104,0,'QSO','BROADLINE'
4714,56041,962,'v5_10_0',Decimal('5307756694754795520'),219.87426,36.834537,28.19,1.1959,0.00017,0,'QSO','BROADLINE'
4778,55706,122,'v5_10_0',Decimal('5379583385730523136'),223.46064,3.143663,3.3,1.84022,0.000788,0,'QSO',''
4779,55656,638,'v5_10_0',Decimal('5380851121798488064'),219.76883,4.474387,27.73,1.20813,0.000141,0,'QSO','BROADLINE'
5166,56065,800,'v5_10_0',Decimal('5816618922829389824'),224.72572,40.548862,29.69,1.42724,0.000205,0,'QSO','BROADLINE'
5171,56038,52,'v5_10_0',Decimal('5822042813236224000'),219.97048,39.399713,24.9,0.111859,1.70E-05,0,'QSO','BROADLINE'
5172,56071,806,'v5_10_0',Decimal('5823375971638550528'),221.8646,40.5351,30.61,1.33305,0.000484,0,'QSO','BROADLINE'
5172,56071,836,'v5_10_0',Decimal('5823384217975758848'),222.00061,40.719921,46.5,3.18913,0.00023,0,'QSO',''
5174,56047,130,'v5_10_0',Decimal('5825441953584488448'),223.47278,36.571556,27.13,1.22922,0.000156,0,'QSO','BROADLINE'
5174,56047,146,'v5_10_0',Decimal('5825446351630999552'),223.57307,37.398522,7.69,0.357632,3.80E-05,0,'QSO','STARBURST BROADLINE'
5174,56047,561,'v5_10_0',Decimal('5825560425962381312'),221.95446,38.087948,30.93,0.798341,0.000132,0,'QSO','BROADLINE'
5466,56033,304,'v5_10_0',Decimal('6154252554903461888'),217.94002,14.60838,25.04,1.79976,0.000288,0,'QSO','BROADLINE'
5469,56037,504,'v5_10_0',Decimal('6157685230272487424'),218.61975,17.779851,13.5,0.594781,0.000105,0,'QSO','BROADLINE'
5470,56008,324,'v5_10_0',Decimal('6158761651669540864'),220.19748,9.635826,27.85,1.20222,0.000141,0,'QSO','BROADLINE'
5472,55976,704,'v5_10_0',Decimal('6161117904550993920'),220.8055,9.819523,50.95,1.19245,0.000104,0,'QSO','BROADLINE'
5474,56036,486,'v5_10_0',Decimal('6163309781987598336'),221.14614,16.50774,30.79,2.09629,0.000211,0,'QSO','BROADLINE'
5475,56011,524,'v5_10_0',Decimal('6164446126835474432'),221.41722,11.589187,27.3,0.067748,2.30E-05,0,'GALAXY','BROADLINE'
5476,55986,433,'v5_10_0',Decimal('6165547012433354752'),222.12813,8.719531,42.75,1.54561,0.000161,0,'QSO','BROADLINE'
5476,55986,556,'v5_10_0',Decimal('6165580822415908864'),221.86203,9.485843,11.18,0.205259,2.30E-05,0,'QSO','STARBURST BROADLINE'
5477,56030,309,'v5_10_0',Decimal('6166638828217933824'),222.85549,14.69334,31.33,3.09358,0.000398,0,'QSO','BROADLINE'
5479,56016,230,'v5_10_0',Decimal('6168868912442089472'),224.76719,16.768423,10.14,1.54178,0.000288,0,'QSO','BROADLINE'
5480,56001,725,'v5_10_0',Decimal('6170130876661211136'),224.84003,11.385663,52.69,0.912681,5.40E-05,0,'QSO','BROADLINE'
5899,56038,102,'v5_10_0',Decimal('6641711689313001472'),219.8203,19.125596,32.22,0.805025,8.40E-05,0,'QSO','BROADLINE'
5899,56038,176,'v5_10_0',Decimal('6641732030278115328'),219.45518,18.816718,6.75,0.872166,0.000119,0,'QSO','BROADLINE'
5899,56038,413,'v5_10_0',Decimal('6641797176342061056'),218.32295,18.53832,5.1,0.752774,0.000155,0,'QSO','BROADLINE'
5904,56046,318,'v5_10_0',Decimal('6647400562609332224'),220.2291,21.210899,23.48,1.64231,0.000285,0,'QSO','BROADLINE'
5904,56046,836,'v5_10_0',Decimal('6647542949365129216'),220.99254,22.132121,30.22,1.22662,0.000148,0,'QSO','BROADLINE'
5904,56046,978,'v5_10_0',Decimal('6647581982027915264'),221.61056,21.549413,27.14,1.00055,9.00E-05,0,'QSO','BROADLINE'
6015,56096,73,'v5_10_0',Decimal('6772308108020523008'),217.01536,25.623472,43.42,1.52341,0.000196,0,'QSO','BROADLINE'
6016,56073,166,'v5_10_0',Decimal('6773459571186835456'),220.3842,22.276604,11.79,0.334161,3.00E-05,0,'QSO','BROADLINE'
6016,56073,412,'v5_10_0',Decimal('6773527191151943680'),219.17075,23.350911,17.88,1.54769,0.00031,0,'QSO','BROADLINE'
6018,56067,323,'v5_10_0',Decimal('6775754526731247616'),217.22901,26.875896,10.29,1.8964,0.000697,0,'QSO','BROADLINE'
6018,56067,458,'v5_10_0',Decimal('6775791635248685056'),216.68427,27.197597,4.25,0.355725,5.40E-05,0,'QSO','AGN BROADLINE'
6021,56067,360,'v5_10_0',Decimal('6779142396934332416'),221.70686,22.60634,10.86,0.910971,0.000308,0,'QSO','BROADLINE'
6021,56067,898,'v5_10_0',Decimal('6779290281248268288'),222.95008,23.645946,4.31,2.60425,0.000307,0,'QSO','BROADLINE'
6022,56076,197,'v5_10_0',Decimal('6780223491893338112'),221.4781,24.61906,29.69,0.450132,2.60E-05,0,'QSO','STARBURST BROADLINE'
6024,56088,474,'v5_10_0',Decimal('6782551433088573440'),222.82305,25.271977,5.64,1.23564,0.000276,0,'QSO','BROADLINE'
6053,56091,114,'v5_10_0',Decimal('6815103574390841344'),224.25862,41.884467,47.94,1.2492,0.000135,0,'QSO','BROADLINE'
6053,56091,766,'v5_10_0',Decimal('6815282794786168832'),223.43307,42.439764,32.88,0.960448,0.000124,0,'QSO','BROADLINE'
6053,56091,902,'v5_10_0',Decimal('6815320178181513216'),224.30361,43.313884,28.7,1.07426,0.000156,0,'QSO','BROADLINE'
6057,56099,82,'v5_10_0',Decimal('6819598378059407360'),219.82593,43.09069,23.32,0.247955,2.30E-05,0,'QSO','STARBURST BROADLINE'
6061,56076,132,'v5_10_0',Decimal('6824115721196249088'),220.72826,40.926556,32.57,2.57446,0.000117,0,'QSO','BROADLINE'
6061,56076,818,'v5_10_0',Decimal('6824304287440412672'),220.39701,42.162678,40.71,1.55706,0.000844,0,'QSO','BROADLINE'
6711,56388,494,'v5_10_0',Decimal('7556050171680759808'),218.75223,53.998372,38.24,2.62756,9.80E-05,0,'QSO','BROADLINE'
6712,56421,202,'v5_10_0',Decimal('7557095807792422912'),225.81717,52.951131,8.51,0.288977,3.80E-05,0,'QSO','STARBURST BROADLINE'
6712,56421,334,'v5_10_0',Decimal('7557132091676139520'),224.95666,53.319241,38.45,0.339018,1.00E-05,0,'QSO','STARBURST BROADLINE'
6712,56421,648,'v5_10_0',Decimal('7557218403338919936'),225.1278,55.285891,34.35,0.405163,2.70E-05,0,'QSO','BROADLINE'
6712,56421,746,'v5_10_0',Decimal('7557245341373800448'),225.46226,55.5448,29.03,1.15909,0.000273,0,'QSO','BROADLINE'
6718,56398,326,'v5_10_0',Decimal('7563885291708063744'),218.41816,51.338709,12.23,1.85739,0.000168,0,'QSO','BROADLINE'
6719,56390,72,'v5_10_0',Decimal('7564941372492324864'),224.40294,52.581834,25.77,0.637873,0.000122,0,'QSO','BROADLINE'
6719,56390,424,'v5_10_0',Decimal('7565038129515569152'),221.78088,52.061137,29.03,2.0511,0.000253,0,'QSO','BROADLINE'
6719,56390,728,'v5_10_0',Decimal('7565121692399280128'),222.73866,53.002206,3.97,0.916481,8.40E-05,0,'QSO','BROADLINE'
6724,56416,328,'v5_10_0',Decimal('7570641241206923264'),216.73497,49.468618,32.21,1.44976,0.000154,0,'QSO','BROADLINE'
6725,56390,412,'v5_10_0',Decimal('7571790230421741568'),219.6866,49.782901,1.78,0.813555,0.000105,0,'GALAXY',''
6726,56394,296,'v5_10_0',Decimal('7572884244558487552'),223.99776,49.364659,39.59,0.075856,1.60E-05,0,'QSO','STARBURST BROADLINE'
6732,56370,112,'v5_10_0',Decimal('7579589066062012416'),222.91585,47.757685,32.88,0.757524,0.000133,0,'QSO','BROADLINE'
6736,56366,957,'v5_10_0',Decimal('7584324937453641728'),221.81543,47.173484,7.81,0.895354,0.000183,0,'QSO','BROADLINE'
6789,56401,236,'v5_10_0',Decimal('7643799446132596736'),225.48245,57.862712,3.25,3.14826,0.000934,0,'QSO',''
6789,56401,756,'v5_10_0',Decimal('7643942382644207616'),225.0461,59.143985,29.74,5.36841,0.00068,0,'QSO','BROADLINE'
6806,56419,190,'v5_10_0',Decimal('7662927100467191808'),222.002,58.338719,21.19,0.930493,0.000119,0,'QSO','BROADLINE'
6806,56419,920,'v5_10_0',Decimal('7663127761339260928'),222.90308,59.744112,9,0.73779,6.60E-05,0,'QSO','BROADLINE'
6807,56429,748,'v5_10_0',Decimal('7664206382413881344'),216.73415,60.43082,49.34,2.86131,0.000221,0,'QSO','BROADLINE'
6982,56444,66,'v5_10_0',Decimal('7861051399630462976'),225.76422,60.358058,22.87,0.991992,0.000172,0,'QSO','BROADLINE'
6982,56444,188,'v5_10_0',Decimal('7861084934735110144'),224.6685,60.099182,17.39,0.76741,0.000157,0,'QSO','BROADLINE'
6982,56444,936,'v5_10_0',Decimal('7861290543409504256'),225.78685,61.097766,15.32,3.67144,0.000198,0,'QSO','BROADLINE'
6983,56447,20,'v5_10_0',Decimal('7862164655203917824'),224.70282,62.757453,39.88,1.31173,0.000317,0,'QSO','BROADLINE'
6983,56447,436,'v5_10_0',Decimal('7862279004413206528'),219.40167,61.919403,35.14,0.552184,0.000101,0,'QSO','BROADLINE'
6983,56447,600,'v5_10_0',Decimal('7862324084389945344'),220.60547,64.032277,5.65,0.656235,0.000126,0,'QSO','BROADLINE'
6983,56447,678,'v5_10_0',Decimal('7862345524866686976'),220.99422,63.540671,33.72,1.40101,0.00022,0,'QSO','BROADLINE'
6983,56447,734,'v5_10_0',Decimal('7862360918029475840'),221.68939,62.884472,17.27,0.350862,1.80E-05,0,'QSO','BROADLINE'
7031,56449,37,'v5_10_0',Decimal('7916212523690336256'),218.00868,52.859829,13,1.17744,0.00027,0,'QSO','BROADLINE'
7032,56471,87,'v5_10_0',Decimal('7917352167861624832'),218.0473,51.949345,28.06,0.218935,3.50E-05,0,'QSO','BROADLINE'
7032,56471,211,'v5_10_0',Decimal('7917386252722085888'),217.35662,51.757879,9.73,0.507769,3.10E-05,0,'QSO','STARBURST BROADLINE'
7032,56471,226,'v5_10_0',Decimal('7917390375890690048'),217.14244,52.306933,28.28,1.40147,0.000157,0,'QSO','BROADLINE'
7032,56471,780,'v5_10_0',Decimal('7917542658251137024'),217.0773,52.97415,30.27,0.746109,2.60E-05,0,'QSO','BROADLINE'
7124,56720,320,'v5_10_0',Decimal('8020999010020990976'),217.17179,63.732391,10.63,0.846052,4.90E-05,0,'QSO','BROADLINE'
8404,57481,566,'v5_10_0',Decimal('9462218523512119296'),218.41811,51.338699,14.79,1.85717,0.000149,0,'QSO','BROADLINE'
8498,57105,724,'v5_10_0',Decimal('9568096539156389888'),222.00063,40.719921,41.67,3.19183,0.000131,0,'QSO',''
311,51665,337,'26',Decimal('350247532816787456'),226.93043,1.223339,33.28,1.35527,0.000299,0,'QSO','BROADLINE'
313,51673,496,'26',Decimal('352543038351894528'),231.29422,0.44267,39.8,0.802609,9.70E-05,0,'QSO','BROADLINE'
611,52055,161,'26',Decimal('687969132901066752'),226.52233,60.879558,28.57,0.947428,0.000192,0,'QSO','BROADLINE'
613,52345,238,'26',Decimal('690242103178979328'),228.78798,59.473555,40.85,1.23628,0.000143,0,'QSO','BROADLINE'
615,52345,201,'26',Decimal('692483732510107648'),232.26767,57.947942,20.52,1.42599,0.000345,0,'QSO','BROADLINE'
615,52347,231,'26',Decimal('692491978880870400'),232.26767,57.947942,27.78,1.42583,0.000268,0,'QSO','BROADLINE'
793,52370,266,'26',Decimal('892911783411476480'),226.08747,54.602888,47.76,1.17131,0.000425,0,'QSO','BROADLINE'
793,52370,434,'26',Decimal('892957962899843072'),226.54855,54.83473,15.72,0.193358,2.60E-05,0,'QSO','STARBURST BROADLINE'
794,52376,517,'26',Decimal('894106677773625344'),230.41689,54.233311,5.12,0.355537,5.60E-05,0,'QSO','BROADLINE'
795,52378,212,'26',Decimal('895148739952404480'),232.18298,52.088263,41.99,1.22991,0.000178,0,'QSO','BROADLINE'
795,52378,245,'26',Decimal('895157810923333632'),231.47457,51.613694,37.46,2.85509,0.000158,16,'QSO','BROADLINE'
1049,52751,632,'26',Decimal('1181242771269249024'),227.6582,47.477209,25.76,1.13048,0.000206,0,'QSO','BROADLINE'
1050,52721,212,'26',Decimal('1182253221951858688'),228.65266,44.834459,4.87,0.57182,0.000224,0,'QSO',''
1050,52721,315,'26',Decimal('1182281534376273920'),226.72074,45.711713,32.77,1.2072,0.000268,0,'QSO','BROADLINE'
1050,52721,629,'26',Decimal('1182367846039054336'),230.24087,46.278113,11.77,1.96403,0.000574,0,'QSO','BROADLINE'
1051,52468,281,'26',Decimal('1183398084189644800'),229.78172,44.073494,36.66,0.782011,3.70E-05,0,'QSO','BROADLINE'
1051,52468,553,'26',Decimal('1183472850980333568'),231.7249,44.729761,20.74,1.66811,0.0003,0,'QSO','BROADLINE'
1051,52468,605,'26',Decimal('1183487144631494656'),231.97644,45.486796,21.1,1.92938,0.000252,0,'QSO','BROADLINE'
1165,52703,171,'26',Decimal('1311720440942585856'),227.8878,51.58332,27.07,1.66908,0.000283,0,'QSO','BROADLINE'
1165,52703,228,'26',Decimal('1311736108983281664'),226.4401,51.377784,25.07,2.79743,0.00012,0,'QSO','BROADLINE'
1166,52751,128,'26',Decimal('1312834521904736256'),231.50685,48.959938,22,1.75954,0.000273,0,'QSO','BROADLINE'
1166,52751,528,'26',Decimal('1312944473067513856'),231.43508,51.33304,18.4,1.4555,0.000343,0,'QSO','BROADLINE'
1166,52751,568,'26',Decimal('1312955468183791616'),231.88039,51.201814,22.61,2.20306,0.000353,0,'QSO','BROADLINE'
1294,52753,360,'26',Decimal('1457013481688557568'),232.17084,37.892072,21.61,1.76781,0.000315,0,'QSO','BROADLINE'
1330,52822,637,'26',Decimal('1497622020672743424'),230.28913,49.076206,19.47,0.167846,4.00E-05,0,'QSO','STARBURST BROADLINE'
1331,52766,221,'26',Decimal('1498633570430773248'),229.95867,47.403589,22.58,0.960885,0.000264,0,'QSO','BROADLINE'
1331,52766,248,'26',Decimal('1498640992134260736'),230.24087,46.278113,11.2,1.96704,0.000482,0,'QSO','BROADLINE'
1331,52766,256,'26',Decimal('1498643191157516288'),230.29945,47.094218,24.05,1.51523,0.000144,0,'QSO','BROADLINE'
1331,52766,515,'26',Decimal('1498714384535414784'),231.63828,47.865259,19.94,1.28886,0.000245,0,'QSO','BROADLINE'
1353,53083,176,'26',Decimal('1523391004193875968'),228.31724,35.776117,14.09,2.24487,0.000429,0,'QSO','BROADLINE'
1384,53121,605,'26',Decimal('1558411824565610496'),226.14556,35.764227,6.94,0.282927,1.80E-05,0,'QSO','STARBURST BROADLINE'
1385,53091,170,'26',Decimal('1559418152079616000'),227.19758,34.077149,13.84,0.787742,7.00E-05,0,'QSO','BROADLINE'
1385,53108,173,'26',Decimal('1559418976998549504'),227.19758,34.077149,32.37,0.787327,4.20E-05,0,'QSO','BROADLINE'
1386,53116,326,'26',Decimal('1560586933359372288'),228.10873,34.336454,31.41,0.855377,0.000102,0,'QSO','BROADLINE'
1387,53118,252,'26',Decimal('1561692492334655488'),230.55263,31.928041,20.8,1.92403,0.000226,0,'QSO','BROADLINE'
1388,53119,403,'26',Decimal('1562859898822223872'),232.32512,32.811627,27.35,1.64999,0.000132,0,'QSO','BROADLINE'
1400,53470,450,'26',Decimal('1576383622854764544'),230.81038,37.991372,28.11,1.36004,0.00036,0,'QSO','BROADLINE'
1677,53148,104,'26',Decimal('1888162783892105216'),228.40297,43.118989,25.12,3.30529,0.000325,0,'QSO','BROADLINE'
1677,53148,377,'26',Decimal('1888237825560700928'),226.92151,44.523969,7.93,2.01689,0.000302,0,'QSO','BROADLINE'
1677,53148,423,'26',Decimal('1888250469944420352'),226.86902,44.136255,24.75,1.91581,0.000366,0,'QSO','BROADLINE'
1677,53148,424,'26',Decimal('1888250744822327296'),226.85968,44.11368,19.81,3.06916,0.000294,0,'QSO','BROADLINE'
1677,53148,626,'26',Decimal('1888306270159529984'),229.3879,43.946771,25.75,2.18195,0.000477,0,'QSO','BROADLINE'
1678,53433,597,'26',Decimal('1889424203388577792'),231.46428,42.943835,13.58,1.68411,0.000293,0,'QSO','BROADLINE'
1679,53149,478,'26',Decimal('1890517388059764736'),232.30332,41.6042,33.27,1.07647,0.000137,0,'QSO','BROADLINE'
1718,53850,303,'26',Decimal('1934379392553740288'),226.10409,10.494216,27.31,1.83935,0.000639,0,'QSO','BROADLINE'
1718,53850,509,'26',Decimal('1934436017402570752'),227.38994,12.148245,28.06,1.55977,0.000232,0,'QSO','BROADLINE'
1719,53876,173,'26',Decimal('1935469558768887808'),228.46887,8.932157,28.86,2.89727,0.000274,16,'QSO','BROADLINE'
1819,54540,356,'26',Decimal('2048109863250192384'),230.90115,7.223811,28.24,1.58416,0.000239,0,'QSO','BROADLINE'
1819,54540,535,'26',Decimal('2048159066395535360'),232.32922,7.473159,13.82,1.94328,0.000504,0,'QSO','BROADLINE'
2152,53874,637,'26',Decimal('2423111761747011584'),227.82248,24.529082,28.24,0.797067,8.00E-05,0,'QSO','BROADLINE'
2155,53820,466,'26',Decimal('2426442456439482368'),228.07597,24.127809,35.22,2.12194,0.000247,0,'QSO','BROADLINE'
2157,54242,572,'26',Decimal('2428723400391288832'),229.84794,27.187636,16.17,0.33346,5.00E-05,0,'QSO','BROADLINE'
2158,54209,351,'26',Decimal('2429788551727048704'),229.15462,22.975633,35.03,1.0829,0.000184,0,'QSO','BROADLINE'
2883,54525,272,'26',Decimal('3246044274134902784'),230.42462,55.172018,26.24,1.52761,0.000188,0,'QSO','BROADLINE'
2952,54559,358,'26',Decimal('3323755007777466368'),228.77426,2.185905,20.63,1.67437,0.000187,0,'QSO','BROADLINE'
3851,55302,262,'v5_10_0',Decimal('4335912648216387584'),229.84793,27.18763,27.24,0.333647,5.40E-05,0,'QSO','BROADLINE'
3871,55307,22,'v5_10_0',Decimal('4358364675739459584'),229.81396,29.338057,8.03,0.609146,4.20E-05,0,'QSO','BROADLINE'
3872,55382,726,'v5_10_0',Decimal('4359684090951081984'),227.02276,28.025798,14.03,0.524124,5.00E-05,0,'QSO','BROADLINE'
3948,55331,510,'v5_10_0',Decimal('4445193109387583488'),232.65133,23.876866,38.13,0.95479,-1,0,'QSO','BROADLINE'
3961,55654,253,'v5_10_0',Decimal('4459759169973493760'),229.15462,22.97563,40.57,1.0831,0.000105,0,'QSO','BROADLINE'
3961,55654,552,'v5_10_0',Decimal('4459841358467670016'),227.82248,24.529082,29.63,0.797378,5.90E-05,0,'QSO','BROADLINE'
3961,55654,638,'v5_10_0',Decimal('4459864997967667200'),228.07596,24.12781,41.03,2.11265,0.000429,0,'QSO','BROADLINE'
3964,55648,936,'v5_10_0',Decimal('4463324611203801088'),230.02366,26.116787,19.13,0.904115,0.000234,0,'QSO','BROADLINE'
4012,55327,848,'v5_10_0',Decimal('4517343612090949632'),231.29421,0.442686,74.77,0.803498,6.60E-05,0,'QSO','BROADLINE'
4013,55629,20,'v5_10_0',Decimal('4518241918157561856'),228.77426,2.185907,25.49,1.67466,0.000142,0,'QSO','BROADLINE'
4013,55629,414,'v5_10_0',Decimal('4518350220052897792'),226.9305,1.223362,36.91,1.35754,0.000103,0,'QSO','BROADLINE'
4717,55742,86,'v5_10_0',Decimal('5310893596412452864'),227.65286,34.665961,11.33,0.898505,0.000188,0,'QSO','BROADLINE'
4717,55742,636,'v5_10_0',Decimal('5311044779261272064'),226.14555,35.764231,9.66,0.2829,1.40E-05,0,'QSO','STARBURST BROADLINE'
4719,55736,308,'v5_10_0',Decimal('5313206419020816384'),230.55263,31.928041,30.14,1.92556,0.000142,0,'QSO','BROADLINE'
4719,55736,994,'v5_10_0',Decimal('5313394985264979968'),232.32512,32.811629,36.29,1.6499,0.000112,0,'QSO','BROADLINE'
4720,55691,591,'v5_10_0',Decimal('5314410108620349440'),227.19758,34.077147,30.99,0.787327,5.00E-05,0,'QSO','BROADLINE'
4720,55691,744,'v5_10_0',Decimal('5314452164940111872'),228.10872,34.336458,29.96,0.856548,7.00E-05,0,'QSO','BROADLINE'
4889,55709,800,'v5_10_0',Decimal('5504744642661294080'),230.90115,7.22381,35.5,1.57914,0.00042,0,'QSO','BROADLINE'
4977,56047,506,'v5_10_0',Decimal('5603743026029502464'),232.62572,39.070476,27.56,0.86112,7.70E-05,0,'QSO','BROADLINE'
4978,56036,257,'v5_10_0',Decimal('5604800481152966656'),231.73835,35.934392,7.61,0.300175,3.10E-05,0,'QSO','AGN BROADLINE'
4978,56036,862,'v5_10_0',Decimal('5604966782286667776'),232.17083,37.892065,31.71,1.76668,0.000286,0,'QSO','BROADLINE'
4979,56045,80,'v5_10_0',Decimal('5605877727821275136'),231.8823,38.718817,17.07,0.399874,3.50E-05,0,'QSO','BROADLINE'
4980,56048,236,'v5_10_0',Decimal('5607046508731932672'),228.85508,36.671235,12.15,0.320421,2.70E-05,0,'QSO','BROADLINE'
4980,56048,272,'v5_10_0',Decimal('5607056404336582656'),228.68548,36.710536,18.93,0.194412,2.80E-05,0,'QSO','BROADLINE'
4980,56048,362,'v5_10_0',Decimal('5607081143348207616'),228.31724,35.776118,15.08,2.2455,0.000641,0,'QSO','BROADLINE'
4980,56048,671,'v5_10_0',Decimal('5607166080621453312'),228.11753,37.087884,6.26,0.684402,7.00E-05,0,'QSO','BROADLINE'
4980,56048,736,'v5_10_0',Decimal('5607183947685404672'),228.67088,36.978371,10.54,0.241144,6.30E-05,0,'QSO','AGN BROADLINE'
5164,56067,766,'v5_10_0',Decimal('5814357777200422912'),230.16538,42.18644,17.05,0.484732,4.80E-05,0,'QSO','STARBURST BROADLINE'
5209,56002,252,'v5_10_0',Decimal('5864881984673652736'),232.69726,7.475836,9.12,1.02317,0.000298,0,'QSO','BROADLINE'
5209,56002,324,'v5_10_0',Decimal('5864901775882952704'),232.32921,7.473159,18.85,1.9265,0.00024,0,'QSO','BROADLINE'
5480,56001,38,'v5_10_0',Decimal('6169942035539140608'),226.10409,10.494214,19.54,1.83781,0.000191,0,'QSO','BROADLINE'
5483,56017,58,'v5_10_0',Decimal('6173325233086242816'),227.38995,12.148249,32.45,1.55652,0.000314,0,'QSO','BROADLINE'
5486,56030,200,'v5_10_0',Decimal('6176741965687660544'),228.47702,14.857023,3.57,0.882153,7.10E-05,0,'GALAXY','BROADLINE'
5487,55982,846,'v5_10_0',Decimal('6178045435917082624'),228.46886,8.932147,44.06,2.90116,0.000433,0,'QSO','BROADLINE'
5488,56013,538,'v5_10_0',Decimal('6179086673948680192'),227.32135,12.732901,8.97,0.410013,4.30E-05,0,'QSO','BROADLINE'
5490,56003,756,'v5_10_0',Decimal('6181398396978307072'),230.37989,10.117797,18.32,0.670975,0.000229,0,'QSO','BROADLINE'
5491,56034,166,'v5_10_0',Decimal('6182362119440146432'),230.83521,13.573942,13.72,2.37345,0.000291,0,'QSO','BROADLINE'
5492,56010,818,'v5_10_0',Decimal('6183667239339663360'),231.26977,12.567152,3.08,6.61677,0.000411,0,'QSO',''
6039,56099,204,'v5_10_0',Decimal('6799365714840887296'),226.85967,44.113691,21.32,3.07693,0.000384,0,'QSO','BROADLINE'
6039,56099,794,'v5_10_0',Decimal('6799527892805984256'),226.72075,45.711687,32.88,1.20823,0.000147,0,'QSO','BROADLINE'
6040,56101,36,'v5_10_0',Decimal('6800445435292917760'),231.72489,44.729751,30.51,1.66971,0.000199,0,'QSO','BROADLINE'
6040,56101,480,'v5_10_0',Decimal('6800567481083600896'),228.65263,44.834466,6.32,0.571696,0.000147,0,'QSO','BROADLINE'
6040,56101,704,'v5_10_0',Decimal('6800629053734756352'),230.05356,46.185809,2.53,2.87038,0.00038,0,'QSO','BROADLINE'
6040,56101,791,'v5_10_0',Decimal('6800652968112660480'),230.24088,46.278119,18.53,1.97054,0.000341,0,'QSO','BROADLINE'
6040,56101,982,'v5_10_0',Decimal('6800705469792886784'),231.97645,45.486788,25.6,1.92909,0.000194,0,'QSO','BROADLINE'
6047,56098,966,'v5_10_0',Decimal('6808582371043942400'),226.92151,44.523969,6.97,2.01746,0.000348,0,'QSO','BROADLINE'
6048,56072,276,'v5_10_0',Decimal('6809518604758786048'),228.40295,43.118965,27.22,3.28666,0.000479,0,'QSO','BROADLINE'
6048,56072,541,'v5_10_0',Decimal('6809591447404126208'),226.86901,44.136268,30.56,1.91479,0.000231,0,'QSO','BROADLINE'
6048,56072,912,'v5_10_0',Decimal('6809693427107602432'),229.38791,43.946811,34.04,2.18168,0.000221,0,'QSO','BROADLINE'
6048,56072,952,'v5_10_0',Decimal('6809704422223880192'),229.78173,44.073503,46.54,0.782254,3.80E-05,0,'QSO','BROADLINE'
6049,56091,182,'v5_10_0',Decimal('6810618666461143040'),232.30331,41.604203,28.42,1.07702,9.50E-05,0,'QSO','BROADLINE'
6712,56421,122,'v5_10_0',Decimal('7557073817559867392'),226.48001,53.437262,38.08,0.985465,7.10E-05,0,'QSO','BROADLINE'
6712,56421,171,'v5_10_0',Decimal('7557087286577307648'),226.12041,53.433695,5.99,1.33434,0.001102,0,'QSO','BROADLINE'
6712,56421,834,'v5_10_0',Decimal('7557269530629611520'),226.08746,54.602866,47.52,6.80395,0.000607,0,'QSO',''
6712,56421,882,'v5_10_0',Decimal('7557282724769144832'),226.54863,54.834806,16.93,0.193321,2.10E-05,0,'QSO','STARBURST BROADLINE'
6713,56402,280,'v5_10_0',Decimal('7558243147857240064'),229.3701,53.880297,13.39,1.42456,0.000269,0,'QSO','BROADLINE'
6713,56402,378,'v5_10_0',Decimal('7558270085892120576'),228.32501,53.267284,5.07,1.04959,0.00088,0,'QSO',''
6713,56402,884,'v5_10_0',Decimal('7558409174113034240'),230.41688,54.23329,9.49,0.355716,4.40E-05,0,'QSO','BROADLINE'
6713,56402,896,'v5_10_0',Decimal('7558412472647917568'),230.11737,54.20184,8.58,0.945076,8.70E-05,0,'QSO','BROADLINE'
6713,56402,906,'v5_10_0',Decimal('7558415221426987008'),230.42459,55.172024,29.15,1.52811,0.000181,0,'QSO','BROADLINE'
6714,56447,322,'v5_10_0',Decimal('7559380593391149056'),232.183,52.088272,43.76,1.23078,0.00017,0,'QSO','BROADLINE'
6714,56447,750,'v5_10_0',Decimal('7559498241135321088'),232.4107,54.530277,21.4,0.562067,4.30E-05,0,'QSO','BROADLINE'
6720,56390,68,'v5_10_0',Decimal('7566066172887539712'),227.8878,51.58334,36.21,1.6636,0.000394,0,'QSO','BROADLINE'
6720,56390,298,'v5_10_0',Decimal('7566129394806136832'),226.44008,51.377807,32.85,2.80107,0.000375,0,'QSO','BROADLINE'
6720,56390,670,'v5_10_0',Decimal('7566231649387520000'),226.21255,52.72794,10.09,0.349756,3.20E-05,0,'QSO','STARBURST BROADLINE'
6721,56398,852,'v5_10_0',Decimal('7567407577207644160'),231.12739,51.963882,11.15,0.729574,0.000143,0,'QSO','BROADLINE'
